Show,,Status,Renewal,TVSeason,Network,Season,Episode,AirDay,AirTime,AirDayInitial,AirTimeInitial,AirDayTimeInitial,ChangeAirDayTime,Debut on Different Day,Premier Date,Finale Date,DaysfromTVSeasonPremiere,SeasonDays,18to49_Avg,18to49_Premiere,18to49_Max,18to49_Min,18to49_YrtoYrChange,18to49_LossGainPremiere,18to49_%DropPremiere,Total_Avg,Total_Premiere,Total_Max,Total_Min,Total_YrtoYrChange,Total_LossGainPremiere,Total_%DropPremiere,18to49_1,18to49_2,18to49_3,18to49_4,18to49_5,18to49_6,18to49_7,18to49_8,18to49_9,18to49_10,18to49_11,18to49_12,18to49_13,18to49_14,18to49_15,18to49_16,18to49_17,18to49_18,18to49_19,18to49_20,18to49_21,18to49_22,18to49_23,18to49_24,18to49_25,Average per Episode,Loss/Gain,%Drop,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23,Total_24,Total_25,Average per Episode,Loss/Gain,%Drop
Family Guy,Family Guy2014,Renewed,1,2014,FOX,12,19,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/28/14,5/17/15,12,231,1.97,4.5,4.5,1.2,-0.0909,-2.53,0.5622,5.92,8.58,8.58,2.51,-0.109,-2.66,0.31,4.5,1.9,1.7,2.5,1.8,2.2,2.3,2.8,2,1.6,1.4,1.2,2.1,1.7,1.5,1.7,1.6,1.7,1.3,,,,,,,1.94,-3.2,57,8.58,3.63,3.42,4.74,3.63,4.46,4.44,5.53,4.12,3.19,2.81,2.51,3.98,3.45,3.11,3.3,3.17,3.68,2.85,,,,,,,3.86,-5.73,55.03
Family Guy,Family Guy2015,Renewed,1,2015,FOX,13,20,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/27/15,5/22/16,6,238,1.48,1.5,1.8,1.2,-0.3094,-0.02,0.0133,2.74,2.86,3.92,2.57,-0.3437,-0.12,0.042,1.5,1.7,1.4,1.8,1.2,1.4,1.6,1.7,1.7,1.7,1.8,1.7,1.2,1.3,1.3,1.4,1.4,1.3,1.3,1.2,,,,,,1.5,-0.3,0,2.86,3.56,2.79,3.85,2.58,2.91,3.37,3.63,3.74,3.26,3.92,3.41,2.57,2.72,2.74,2.98,2.93,2.76,2.65,2.59,,,,,,3.13,-0.27,-9.48
Family Guy,Family Guy2016,Renewed,1,2016,FOX,14,20,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/25/16,5/21/17,37,238,1.29,1.3,1.8,0.9,-0.1194,-0.01,0.0077,2.5,2.8,4,1.86,-0.0991,-0.3,0.1071,1.3,1.7,1.6,1.2,1.2,1.6,1.4,1.6,1.4,1.8,1.4,0.9,1,1.2,1.1,1.1,1,1.2,1,1.1,,,,,,1.29,-0.2,0.77,2.8,3.47,3.68,2.49,2.6,3.58,2.74,3.45,3.05,4,3.55,1.86,2.26,2.48,2.51,2.34,2.17,2.42,2.05,2.23,,,,,,2.79,-0.57,0.48
Family Guy,Family Guy2017,Renewed,1,2017,FOX,15,20,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,10/1/17,5/20/18,21,231,1.13,1.3,1.8,0.8,-0.1272,-0.17,0.1308,2.78,2.8,4.1,1.83,-0.1039,-0.02,0.0071,1.3,1.4,1.2,1.2,1.1,1.4,0.9,1.1,1.2,1.6,1.8,1,0.9,0.9,0.9,0.9,1,0.9,1,0.8,,,,,,1.13,-0.5,13.46,2.8,3.05,2.54,2.69,2.31,3.11,2.08,2.59,2.98,3.4,4.1,2.24,1.91,2.05,1.89,2,2.26,1.92,2.15,1.83,,,,,,2.5,-0.97,10.89
Family Guy,Family Guy2018,Renewed,1,2018,FOX,16,20,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/30/18,5/12/19,21,224,1.02,1.2,1.7,0.7,-0.0937,-0.18,0.15,2.76,2.57,4.04,1.72,-0.0351,0.19,-0.0739,1.2,1.1,0.9,1.1,1.1,1.1,1.1,1.2,1.5,1,1.7,0.8,0.9,0.8,0.9,0.9,0.9,0.8,0.7,0.7,,,,,,1.02,-0.5,15,2.57,2.69,1.99,2.57,2.6,2.29,2.66,2.72,3.5,2.42,4.04,1.81,2.23,2.1,2.25,2.01,2.15,1.95,1.72,1.78,,,,,,2.4,-0.79,6.52
FBI,FBI2018,Renewed,1,2018,CBS,1,22,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,9/25/18,5/14/19,16,231,0.97,1.3,1.3,0.8,0,-0.33,0.2538,9.02,10.08,10.08,7.4,0,-1.06,0.1052,1.3,1.2,1,1,1,1,1.1,1,1,1,1,0.8,1,0.9,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,,,,0.97,-0.5,25.17,10.08,9.37,9.17,9.31,8.82,9.41,9.19,8.91,9.72,9.04,9.33,7.4,9.45,9.06,9.45,8.95,9.13,9.08,8.76,8.86,8.76,8.56,,,,9.08,-1.52,9.9
For the People,For the People2017,Renewed,1,2017,ABC,1,10,Tue,10:00 PM,Tue,10:00 PM,Tue 10:00 PM,0,No,3/13/18,5/22/18,184,70,0.63,0.8,0.9,0.5,0,-0.17,0.2125,3.61,3.22,3.5,1.95,0,0.39,-0.1211,0.8,0.6,0.9,0.8,0.6,0.5,0.6,0.5,0.5,0.5,,,,,,,,,,,,,,,,0.63,-0.3,21.25,3.22,2.67,3.5,2.76,2.67,2.04,2.18,2.05,1.95,2.37,,,,,,,,,,,,,,,,2.54,-0.85,21.09
For the People,For the People2018,Cancelled,0,2018,ABC,2,10,Thu,10:00 PM,Thu,10:00 PM,Thu 10:00 PM,0,No,3/7/19,5/16/19,179,70,0.49,0.5,0.6,0.4,-0.2143,-0.01,0.02,2.39,3.07,3.26,2.31,0.13,-0.68,0.2215,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.4,0.4,,,,,,,,,,,,,,,,0.49,-0.1,2,3.07,3.26,3.07,2.97,3.07,3.08,2.71,2.63,2.31,2.54,,,,,,,,,,,,,,,,2.87,-0.53,6.48
Forever,Forever2014,Cancelled,0,2014,ABC,1,22,Tue,10:00 PM,Tue,10:00 PM,Tue 10:00 PM,0,Yes,9/22/14,5/5/15,6,225,1.12,1.5,1.7,0.9,0,-0.38,0.2533,5.39,8.26,8.26,4.04,0,-2.87,0.3475,1.5,1.7,1.4,1.2,1.1,1.2,1.1,1,1,1.2,1.1,1.1,1,0.9,1.1,1,1,0.9,1.1,0.9,1,1.1,,,,1.12,-0.4,25.45,8.26,6.62,5.69,5.17,4.81,4.95,4.95,4.23,4.43,5.17,5.2,4.93,4.75,4.39,4.62,4.66,4.4,4.42,4.66,4.06,4.04,4.13,,,,4.93,-4.13,40.27
Frequency,Frequency2016,Cancelled,0,2016,CW,1,13,Wed,9:00 PM,Wed,9:00 PM,Wed 9:00 PM,0,No,10/5/16,1/25/17,47,112,0.28,0.4,0.4,0.2,0,-0.12,0.3,2.69,1.35,1.35,0.67,0,1.34,-0.9926,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,,,,,,,,,,,,,0.28,-0.1,30.77,1.35,1.08,1.04,0.99,0.91,1.05,0.97,0.97,0.85,0.67,0.74,0.73,0.79,,,,,,,,,,,,,0.93,-0.56,30.83
Fresh Off The Boat,Fresh Off The Boat2014,Renewed,1,2014,ABC,1,13,Tue,8:00 PM,Tue,8:00 PM,Tue 8:00 PM,0,Yes,2/4/15,4/21/15,141,76,1.72,2.5,2.5,1.3,0,-0.78,0.312,6.66,7.94,7.94,4.76,0,-1.28,0.1612,2.5,2.3,1.7,1.8,1.9,1.8,1.7,1.6,1.4,1.3,1.4,1.5,1.5,,,,,,,,,,,,,1.72,-1,31.08,7.94,7.47,6.05,5.86,6.17,5.75,6.02,5.08,4.92,4.83,4.85,4.76,5.08,,,,,,,,,,,,,5.75,-2.86,27.55
Fresh Off The Boat,Fresh Off The Boat2015,Renewed,1,2015,ABC,2,24,Tue,8:30 PM/8:00 PM,Tue,8:30 PM,Tue 8:30 PM,1,No,9/22/15,5/24/16,1,245,1.33,1.9,1.9,0.9,-0.2318,-0.57,0.3,5.13,6.05,6.05,3.66,-0.2278,-0.92,0.1521,1.9,1.7,1.8,1.4,1.5,1.6,1.3,1.4,1.3,1.2,1.4,1.2,1.3,1.2,1.4,1.1,1.2,1.2,1.1,1.3,1.1,0.9,1.1,1.2,,1.33,-0.7,30.26,6.05,4.74,4.85,3.96,4.07,4.45,3.77,3.9,3.66,3.94,5.19,4.23,4.64,4.59,4.94,4.1,4.63,4.63,4.23,4.7,4.29,3.91,4.23,4.88,,4.44,-1.17,26.6
Fresh Off The Boat,Fresh Off The Boat2016,Renewed,1,2016,ABC,3,23,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,10/11/16,5/16/17,53,217,1.17,1.6,1.6,1,-0.12,-0.43,0.2688,4.57,5.03,5.5,3.33,-0.112,-0.46,0.0915,1.6,1.3,1.2,1.1,1.3,1.3,1.1,1.2,1.4,1.2,1.5,1.2,1,1.1,1.1,1.1,1.1,1.1,1.1,1,1,1,1,,,1.17,-0.6,26.63,5.03,4.1,3.98,3.51,4.28,4.2,3.88,3.86,4.37,3.91,5.5,3.82,3.66,3.85,4.13,3.69,3.37,3.82,3.71,3.72,3.33,3.43,3.55,,,3.94,-1.48,21.6
Fresh Off The Boat,Fresh Off The Boat2017,Renewed,1,2017,ABC,4,19,Tue,8:30 PM,Tue,8:30 PM,Tue 8:30 PM,0,No,10/3/17,3/20/18,23,168,1.03,1.4,1.4,0.9,-0.1311,-0.37,0.2643,4.55,4.51,4.51,3.07,-0.0284,0.04,-0.0089,1.4,1.1,1.1,1.1,0.9,1,1.1,1.1,0.9,1,1.2,1,1,1,0.9,0.9,0.9,0.9,1,,,,,,,1.03,-0.4,26.69,4.51,4.08,3.93,4.16,3.53,3.66,3.89,4.29,3.76,3.91,4.23,3.64,3.91,4.05,3.46,3.79,3.29,3.07,3.61,,,,,,,3.83,-0.9,15.08
Fresh Off The Boat,Fresh Off The Boat2018,Renewed,1,2018,ABC,5,22,Fri,8:00 PM,Fri,8:00 PM,Fri 8:00 PM,0,No,10/5/18,4/12/19,26,189,0.62,0.6,0.7,0.5,-0.3996,0.02,-0.0333,2.57,2.85,3.47,2.55,-0.2095,-0.28,0.0982,0.6,0.5,0.6,0.6,0.6,0.7,0.6,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,,,,0.62,0,-3.03,2.85,2.69,2.86,2.87,3.05,3.47,2.78,2.92,3.25,3.18,3.4,3.36,3.3,3.12,3.06,2.93,3,2.94,2.92,2.55,3.05,3.08,,,,3.03,0.23,-6.27
Friends With Better Lives,Friends With Better Lives2013,Cancelled,0,2013,CBS,1,8,Mon,8:30 PM,Mon,8:30 PM,Mon 8:30 PM,0,No,3/31/14,5/26/14,196,56,1.78,2.6,2.6,1.4,0,-0.82,0.3154,7.03,7.63,7.63,4.81,0,-0.6,0.0786,2.6,1.8,1.7,1.9,1.6,1.6,1.6,1.4,,,,,,,,,,,,,,,,,,1.78,-1.2,31.73,7.63,5.69,5.41,6.11,4.92,4.81,5.13,5.31,,,,,,,,,,,,,,,,,,5.63,-2.32,26.26
Galavant,Galavant2014,Renewed,1,2014,ABC,1,8,Sun,8:00 PM,Sun,8:00 PM,Sun 8:00 PM,0,No,1/4/15,1/25/15,110,21,1.33,2,2,0.9,0,-0.67,0.335,6.62,7.42,7.42,3.42,0,-0.8,0.1078,2,2,1.3,1.3,0.9,0.9,1.1,1.1,,,,,,,,,,,,,,,,,,1.33,-0.9,33.75,7.42,7.42,4.11,4.11,3.42,3.42,4.37,4.37,,,,,,,,,,,,,,,,,,4.83,-3.05,34.91
Galavant,Galavant2015,Cancelled,0,2015,ABC,2,10,Sun,8:00 PM,Sun,8:00 PM,Sun 8:00 PM,0,No,1/3/16,1/31/16,104,28,0.64,0.9,0.9,0.5,-0.5239,-0.26,0.2889,4.12,3.2,3.2,2.1,-0.4956,0.92,-0.2875,0.9,0.9,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,,,,,,,,,,,,,,,,0.64,-0.3,28.89,3.2,3.2,2.41,2.41,2.32,2.32,2.1,2.1,2.15,2.15,,,,,,,,,,,,,,,,2.44,-1.05,23.88
Game of Silence,Game of Silence2015,Cancelled,0,2015,NBC,1,10,Thu,10:00 PM,Thu,10:00 PM,Thu 10:00 PM,0,Yes,4/12/16,6/5/16,204,54,0.71,1.4,1.4,0.5,0,-0.69,0.4929,6.29,6.41,6.41,2.26,0,-0.12,0.0187,1.4,0.8,0.7,0.6,0.7,0.7,0.6,0.5,0.5,0.6,,,,,,,,,,,,,,,,0.71,-0.8,49.29,6.41,3.9,3.35,3.01,3.26,3.26,2.49,2.26,2.26,2.39,,,,,,,,,,,,,,,,3.26,-4.02,49.16
Ghosted,Ghosted2017,Cancelled,0,2017,FOX,1,16,Sun,8:30 PM/9:30 PM,Sun,8:30 PM,Sun 8:30 PM,1,No,10/1/17,7/22/18,21,294,0.85,1.4,1.6,0.4,0,-0.55,0.3929,3.88,3.58,3.89,1,0,0.3,-0.0838,1.4,1.4,1,1.1,1,1.3,0.8,1,1.6,0.4,0.4,0.5,0.4,0.4,0.5,0.4,,,,,,,,,,0.85,-1,39.29,3.58,3.58,2.41,2.71,2.33,3.25,1.94,2.61,3.89,1.13,1.2,1.39,1.13,1,1.32,1.13,,,,,,,,,,2.16,-2.45,39.59
Glee,Glee2013,Renewed,1,2013,FOX,5,20,Tue,9:00 PM/8:00 PM,Tue,9:00 PM,Tue 9:00 PM,1,No,9/26/13,5/13/14,10,229,1.21,2,2.9,0.6,-0.4486,-0.79,0.395,4.55,5.06,7.39,1.87,-0.4397,-0.51,0.1008,2,1.6,2.9,1.5,1.4,1.4,0.9,1.1,1.2,1,0.9,1.1,1.1,0.9,1,1,0.9,0.9,0.8,0.6,,,,,,1.21,-1.4,39.5,5.06,4.42,7.39,4.01,4.22,4.09,2.84,3.29,2.99,2.68,2.3,2.8,2.68,2.59,2.78,2.44,2.45,2.41,2.1,1.87,,,,,,3.27,-3.19,35.37
Glee,Glee2014,Ended,0,2014,FOX,6,13,Fri,9:00 PM,Fri,9:00 PM,Fri 9:00 PM,0,No,1/9/15,3/20/15,115,70,0.66,0.7,0.8,0.5,-0.4515,-0.04,0.0571,2.03,2.34,2.69,1.58,-0.3827,-0.31,0.1325,0.7,0.7,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.7,,,,,,,,,,,,,0.66,0,5.49,2.34,2.34,1.98,1.82,1.85,1.58,1.81,1.86,1.69,1.81,2.02,2.69,2.54,,,,,,,,,,,,,2.03,0.2,13.45
God Friended Me,God Friended Me2018,Renewed,1,2018,CBS,1,19,Sun,8:00 PM,Sun,8:00 PM,Sun 8:00 PM,0,No,9/30/18,4/14/19,21,196,0.9,1.3,1.3,0.6,0,-0.4,0.3077,8.19,10.14,10.14,6.63,0,-1.95,0.1923,1.3,0.9,1,1.2,0.7,0.8,1,0.8,1,0.8,1.1,0.9,0.9,0.6,0.7,0.6,0.8,0.9,1.1,,,,,,,0.9,-0.2,30.77,10.14,8.37,7.9,8.86,6.94,7.4,7.87,7.51,8.09,7.51,8.53,7.16,8.25,7.19,6.86,6.63,7.73,7.53,8.16,,,,,,,7.82,-1.98,22.85
Good Girls,Good Girls2017,Renewed,1,2017,NBC,1,10,Mon,10:00 PM,Mon,10:00 PM,Mon 10:00 PM,0,No,2/26/18,4/30/18,169,63,1.03,1.5,1.5,0.9,0,-0.47,0.3133,5.86,5.98,5.98,3.95,0,-0.12,0.0201,1.5,1.3,1,1,0.9,0.9,1,0.9,0.9,0.9,,,,,,,,,,,,,,,,1.03,-0.6,31.33,5.98,5.36,4.46,4.07,4.04,4.04,4.28,4.24,3.95,4.04,,,,,,,,,,,,,,,,4.45,-1.94,25.65
Good Girls,Good Girls2018,Renewed,1,2018,NBC,2,13,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,3/3/19,5/26/19,175,84,0.55,0.7,0.7,0.4,-0.4578,-0.15,0.2143,3.21,2.75,2.75,1.99,-0.4782,0.46,-0.1673,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.4,0.5,0.5,,,,,,,,,,,,,0.55,-0.2,20.88,2.75,2.46,2.36,2.31,2.16,2.39,2.39,2.14,2.34,2.25,1.99,2.35,2.26,,,,,,,,,,,,,2.32,-0.49,15.66
Gotham,Gotham2014,Renewed,1,2014,FOX,1,22,Mon,8:00 PM,Mon,8:00 PM,Mon 8:00 PM,0,No,9/22/14,5/4/15,6,224,2.17,3.2,3.2,1.5,0,-1.03,0.3219,6.68,8.31,8.31,4.44,0,-1.63,0.1961,3.2,2.8,2.5,2.4,2.3,2.2,2.4,2.2,2.3,2.3,2.5,2.2,2.1,1.9,1.8,2.1,2.3,2,1.5,1.6,1.5,1.7,,,,2.17,-1.5,32.1,8.31,7.48,6.36,6.39,6.09,5.89,6.63,6.35,6.49,6.05,7.06,6.5,6.04,5.79,5.63,6.19,6.53,6.1,4.5,4.44,4.58,4.93,,,,6.11,-3.38,26.52
Gotham,Gotham2015,Renewed,1,2015,FOX,2,21,Mon,8:00 PM,Mon,8:00 PM,Mon 8:00 PM,0,No,9/21/15,5/23/16,0,245,1.41,1.6,1.6,1.2,-0.3589,-0.19,0.1188,4.18,4.57,4.67,3.59,-0.3294,-0.39,0.0853,1.6,1.6,1.5,1.5,1.3,1.5,1.6,1.5,1.5,1.4,1.6,1.5,1.5,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,,,,,1.41,-0.3,11.9,4.57,4.65,4.33,4.17,4.19,4.32,4.27,4.11,4.35,4,4.51,4.12,4.54,4.01,3.89,3.82,3.71,3.72,3.59,4.67,3.84,,,,,4.16,-0.73,8.95
Gotham,Gotham2016,Renewed,1,2016,FOX,3,22,Mon,8:00 PM,Mon,8:00 PM,Mon 8:00 PM,0,No,9/19/16,6/5/17,31,259,1.08,1.3,1.3,0.9,-0.2318,-0.22,0.1692,3.63,3.9,3.9,2.92,-0.1872,-0.27,0.0692,1.3,1.2,1,1.1,1.2,1.1,1,1.2,1.2,1.1,1,1.2,1.2,1.1,1,1,1,0.9,1,1,1,0.9,,,,1.08,-0.4,17.13,3.9,3.54,3.19,3.42,3.32,3.48,3.16,3.52,3.63,3.44,3.37,3.69,3.6,3.46,2.99,3.02,3.03,2.98,2.92,3.03,3.17,3.03,,,,3.31,-0.87,15.05
Gotham,Gotham2017,Renewed/Ending,1,2017,FOX,4,21,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/21/17,5/17/18,11,238,0.79,1,1,0.6,-0.2867,-0.21,0.21,3.11,3.21,3.21,1.94,-0.2293,-0.1,0.0312,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.6,,,,,0.79,-0.4,20.95,3.21,2.87,2.92,2.75,2.75,2.87,2.75,2.7,2.62,2.59,2.53,2.56,2.41,2.55,2.47,2.39,2.53,2.37,2.18,1.94,2.21,2.2,,,,2.56,-1.01,20.18
Gotham,Gotham2018,Ended,0,2018,FOX,5,12,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,1/3/19,4/25/19,116,112,0.63,0.7,0.7,0.5,-0.1916,-0.07,0.1,2.54,2.54,2.54,2.02,-0.1216,0,0,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,,,,,,,,,,,,,,0.63,-0.2,10.71,2.54,2.38,2.36,2.35,2.34,2.28,2.13,2.22,2.04,2.17,2.02,2.19,,,,,,,,,,,,,,2.25,-0.35,11.35
Gracepoint,Gracepoint2014,Cancelled,0,2014,FOX,1,10,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,10/2/14,12/11/14,16,70,0.85,1.2,1.2,0.7,0,-0.35,0.2917,5.08,4.76,4.76,3.03,0,0.32,-0.0672,1.2,0.9,0.8,0.8,0.8,0.7,0.8,0.7,0.9,0.9,,,,,,,,,,,,,,,,0.85,-0.3,29.17,4.76,3.8,3.7,3.52,3.31,3.03,3.49,3.12,3.61,4.01,,,,,,,,,,,,,,,,3.64,-0.75,23.63
Grandfathered,Grandfathered2015,Cancelled,0,2015,FOX,1,22,Tue,8:00 PM/8:30 PM,Tue,8:00 PM,Tue 8:00 PM,1,No,9/29/15,5/10/16,8,224,0.92,1.5,1.5,0.6,0,-0.58,0.3867,3.94,5.34,5.34,1.64,0,-1.4,0.2622,1.5,1.2,1,1,1,1,1,0.9,0.9,1,1,0.9,0.9,1,0.9,0.8,0.8,0.8,0.8,0.6,0.7,0.6,,,,0.92,-0.9,38.48,5.34,3.87,3.17,3.33,3.18,3.05,2.98,2.72,3.11,2.95,2.65,2.5,2.52,2.53,2.42,2.23,2.17,2.03,1.94,1.78,1.84,1.64,,,,2.73,-3.7,48.97
Great News,Great News2016,Renewed,1,2016,NBC,1,10,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,4/25/17,5/23/17,249,28,0.79,1.2,1.2,0.6,0,-0.41,0.3417,5.23,5.13,5.13,2.44,0,0.1,-0.0195,1.2,1,0.8,0.6,0.8,0.7,0.7,0.6,0.8,0.7,,,,,,,,,,,,,,,,0.79,-0.5,34.17,5.13,4.13,3.54,2.44,3.47,2.6,3.41,2.57,3.07,3.11,,,,,,,,,,,,,,,,3.35,-2.02,34.76
Great News,Great News2017,Cancelled,0,2017,NBC,2,13,Thu,9:30 PM,Thu,9:30 PM,Thu 9:30 PM,0,No,9/28/17,1/25/18,18,119,0.73,1.3,1.3,0.4,-0.0682,-0.57,0.4385,5.15,5.15,5.15,1.68,-0.1119,0,0,1.3,1,1,0.8,1,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.5,,,,,,,,,,,,,0.73,-0.8,43.79,5.15,3.85,4.23,3.69,3.87,2.61,2.65,1.83,1.68,2.38,2.31,2.34,2.16,,,,,,,,,,,,,2.98,-2.99,42.12
Grey's Anatomy,Grey's Anatomy2013,Renewed,1,2013,ABC,10,24,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,9/26/13,5/15/14,10,231,2.7,3.4,3.4,2.3,-0.1333,-0.7,0.2059,8.42,9.27,9.6,7.02,-0.0607,-0.85,0.0917,3.4,3.4,3.1,2.8,2.7,2.8,2.6,2.7,2.6,2.6,2.3,2.7,3.1,2.6,2.3,2.4,2.6,2.7,2.6,2.7,2.3,2.6,2.5,2.6,,2.7,-0.8,20.71,9.27,9.27,9.6,8.79,8.78,8.73,8.94,8.68,8.56,8.61,7.02,8.36,9.42,8.21,7.36,8.09,8.42,8.28,8.18,8.45,7.99,8.81,7.95,8.92,,8.53,-0.35,8
Grey's Anatomy,Grey's Anatomy2014,Renewed,1,2014,ABC,11,24,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/25/14,5/14/15,9,231,2.36,3.1,3.1,1.9,-0.1164,-0.74,0.2387,8.29,9.81,9.82,6.64,-0.0359,-1.52,0.1549,3.1,2.6,2.4,2.4,2.5,2.4,2.4,2.4,2.8,2.3,2.3,2.5,2.2,2.4,2.1,2.1,2.2,1.9,2.1,2.1,2.8,2.6,2.1,2.2,2.2,2.37,-0.9,23.52,9.81,9.15,8.48,8.43,8.62,8.08,8.36,9.82,8.71,7.98,7.81,8.13,7.56,8.09,7.4,7.73,8.18,6.64,7.42,7.6,9.55,8.74,7.74,8.83,8.33,8.29,-0.98,15.54
Grey's Anatomy,Grey's Anatomy2015,Renewed,1,2015,ABC,12,24,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/24/15,5/19/16,3,238,2.22,2.8,2.8,2,-0.0658,-0.58,0.2071,7.98,9.55,9.55,7.23,-0.0217,-1.57,0.1644,2.8,2.3,2.2,2.3,2.4,2.3,2.2,2.5,2.4,2.2,2.1,2.2,2.1,2.1,2.1,2.2,2.1,2.2,2.2,2,2,2,2.1,2.3,,2.22,-0.5,20.68,9.55,8.58,8.12,8.25,8.96,8.5,8.02,8.5,8.28,7.82,7.23,7.67,7.53,7.83,7.91,7.77,7.35,7.97,7.97,7.65,7.91,7.66,7.77,8.19,,8.04,-1.36,15.8
Grey's Anatomy,Grey's Anatomy2016,Renewed,1,2016,ABC,13,24,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/22/16,5/18/17,34,238,2.06,2.5,2.6,1.7,-0.0698,-0.44,0.176,7.7,8.75,9.59,7.02,-0.0244,-1.05,0.12,2.5,2.4,2.2,2.1,2.1,2.2,2.1,1.9,2.2,2.6,2.3,2.1,2.1,2,1.9,2,1.9,2,1.7,1.8,1.8,1.8,1.8,2,,2.06,-0.5,17.5,8.75,8.41,8.08,7.8,8.17,8.17,7.6,7.25,8,9.59,8.49,8.46,7.68,7.71,7.31,7.9,7.8,7.62,7.23,7.19,7.02,7.09,7.02,7.92,,7.84,-0.83,10.35
Grey's Anatomy,Grey's Anatomy2017,Renewed,1,2017,ABC,14,24,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/28/17,5/17/18,18,231,1.93,2.3,2.3,1.5,-0.0655,-0.37,0.1609,7.35,8.07,8.93,6.54,-0.036,-0.72,0.0892,2.3,2.3,2.1,2.1,1.8,1.8,1.9,1.8,2.3,2.3,2.3,2,2,1.7,1.8,1.9,1.8,1.7,1.7,1.7,1.5,1.6,1.9,1.9,,1.94,-0.4,15.69,8.07,8.07,8.06,8.08,7.67,7.38,8.13,7.52,8.27,8.62,8.93,7.32,7.52,7.07,7.18,7.61,7.15,6.84,6.97,6.93,6.54,6.66,7.35,7.6,,7.56,-0.47,6.27
Grey's Anatomy,Grey's Anatomy2018,Renewed,1,2018,ABC,15,24,Thu,8:00 PM,Thu,8:00 PM,Thu 8:00 PM,0,No,9/27/18,5/16/19,18,231,1.56,1.9,1.9,1.3,-0.1908,-0.34,0.1789,6.74,6.81,7.37,5.99,-0.1042,-0.07,0.0103,1.9,1.9,1.6,1.5,1.5,1.6,1.6,1.7,1.9,1.6,1.7,1.5,1.4,1.7,1.6,1.5,1.4,1.4,1.6,1.5,1.5,1.3,1.4,1.4,1.3,1.57,-0.5,17.32,6.81,6.81,6.61,6.72,6.54,6.71,6.6,7.3,7.07,6.98,7.27,6.79,6.58,6.89,6.99,6.55,6.57,7,7.37,6.85,6.81,6.24,6.96,6.37,5.99,6.81,-0.44,0.03
Grimm,Grimm2013,Renewed,1,2013,NBC,3,22,Fri,9:00 PM,Fri,9:00 PM,Fri 9:00 PM,0,No,10/25/13,5/15/14,39,202,1.4,1.8,1.8,1.1,-0.1411,-0.4,0.2222,5.62,6.15,6.32,4.39,0.0341,-0.53,0.0862,1.8,1.5,1.3,1.6,1.3,1.6,1.2,1.2,1.5,1.3,1.5,1.5,1.4,1.5,1.6,1.5,1.4,1.1,1.2,1.3,1.3,1.3,,,,1.4,-0.5,21.97,6.15,4.96,4.88,5.81,5.73,6.32,4.88,4.88,5.68,5.33,5.71,5.88,5.32,5.65,5.63,5.71,4.89,4.73,4.39,4.93,4.78,5.34,,,,5.34,-0.81,13.1
